CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,TenureGroup,ChargeCategory,AnnualCharges
274,45,Male,52,107.6,Two-Year,,5595.2,No,Yes,1,4+ Years,High,1291.1999999999998
275,35,Female,10,58.25,One-Year,,582.5,No,Yes,1,New,Medium,699.0
276,49,Male,47,78.42,One-Year,DSL,3685.74,Yes,No,0,2-4 Years,High,941.04
277,46,Female,7,105.61,Month-to-Month,,739.27,No,Yes,1,New,High,1267.32
278,38,Female,12,119.05,One-Year,Fiber Optic,1428.6,No,Yes,1,New,High,1428.6
279,45,Male,5,110.06,One-Year,Fiber Optic,550.3,Yes,Yes,1,New,High,1320.72
280,41,Male,20,63.43,Month-to-Month,DSL,1268.6,No,Yes,1,1-2 Years,Medium,761.16
281,46,Male,77,47.56,Month-to-Month,Fiber Optic,3662.12,No,Yes,1,,Medium,570.72
282,51,Female,18,74.05,Month-to-Month,,1332.9,No,Yes,1,1-2 Years,High,888.5999999999999
283,60,Female,8,96.75,Two-Year,,774.0,No,Yes,1,New,High,1161.0
284,32,Female,20,74.33,One-Year,Fiber Optic,1486.6,Yes,No,0,1-2 Years,High,891.96
285,66,Male,2,73.49,Two-Year,DSL,146.98,No,Yes,1,New,High,881.8799999999999
286,25,Male,43,105.44,Month-to-Month,Fiber Optic,4533.92,No,Yes,1,2-4 Years,High,1265.28
287,43,Female,13,62.53,One-Year,,812.89,No,Yes,1,1-2 Years,Medium,750.36
288,50,Female,11,107.38,One-Year,,1181.18,No,Yes,1,New,High,1288.56
289,47,Female,17,66.61,One-Year,Fiber Optic,1132.37,Yes,No,0,1-2 Years,Medium,799.3199999999999
290,38,Male,19,59.54,Two-Year,DSL,1131.26,Yes,No,0,1-2 Years,Medium,714.48
291,42,Female,1,70.86,Month-to-Month,Fiber Optic,70.86,Yes,Yes,1,New,High,850.3199999999999
292,40,Male,22,98.62,Month-to-Month,Fiber Optic,2169.64,Yes,Yes,1,1-2 Years,High,1183.44
293,39,Male,5,41.34,One-Year,,206.7,No,Yes,1,New,Medium,496.08000000000004
294,53,Female,25,47.68,One-Year,Fiber Optic,1192.0,No,Yes,1,2-4 Years,Medium,572.16
295,48,Female,34,115.63,One-Year,Fiber Optic,3931.42,Yes,Yes,1,2-4 Years,High,1387.56
296,38,Female,32,45.79,Month-to-Month,Fiber Optic,1465.28,Yes,Yes,1,2-4 Years,Medium,549.48
297,53,Male,16,81.1,One-Year,DSL,1297.6,Yes,No,0,1-2 Years,High,973.1999999999999
298,48,Male,14,82.14,Month-to-Month,,1149.96,No,Yes,1,1-2 Years,High,985.6800000000001
299,53,Female,3,74.07,Month-to-Month,Fiber Optic,222.21,No,Yes,1,New,High,888.8399999999999
300,51,Female,29,88.03,One-Year,Fiber Optic,2552.87,Yes,No,0,2-4 Years,High,1056.3600000000001
301,36,Male,6,50.68,One-Year,Fiber Optic,304.08,Yes,Yes,1,New,Medium,608.16
302,39,Male,13,79.74,Month-to-Month,Fiber Optic,1036.62,Yes,Yes,1,1-2 Years,High,956.8799999999999
303,52,Male,6,63.5,Month-to-Month,Fiber Optic,381.0,No,Yes,1,New,Medium,762.0
304,51,Female,2,89.55,Month-to-Month,,179.1,No,Yes,1,New,High,1074.6
305,44,Male,19,42.71,Month-to-Month,DSL,811.49,Yes,Yes,1,1-2 Years,Medium,512.52
306,46,Male,1,81.38,One-Year,Fiber Optic,81.38,Yes,Yes,1,New,High,976.56
307,57,Male,27,46.67,Two-Year,DSL,1260.09,Yes,No,0,2-4 Years,Medium,560.04
308,39,Male,7,55.08,Month-to-Month,Fiber Optic,385.56,No,Yes,1,New,Medium,660.96
309,50,Male,0,49.68,One-Year,DSL,0.0,Yes,Yes,1,,Medium,596.16
310,42,Female,14,46.46,Two-Year,Fiber Optic,650.44,Yes,No,0,1-2 Years,Medium,557.52
311,42,Male,0,104.31,Two-Year,,0.0,No,Yes,1,,High,1251.72
312,55,Female,6,55.71,Month-to-Month,,334.26,No,Yes,1,New,Medium,668.52
313,53,Male,24,113.44,Two-Year,Fiber Optic,2722.56,No,Yes,1,1-2 Years,High,1361.28
314,53,Female,1,117.29,Month-to-Month,Fiber Optic,117.29,Yes,Yes,1,New,High,1407.48
315,58,Female,36,81.41,Month-to-Month,DSL,2930.76,No,Yes,1,2-4 Years,High,976.92
316,45,Female,0,42.87,Month-to-Month,Fiber Optic,0.0,No,Yes,1,,Medium,514.4399999999999
317,51,Female,5,63.71,Month-to-Month,,318.55,No,Yes,1,New,Medium,764.52
318,41,Male,27,101.8,Month-to-Month,DSL,2748.6,Yes,Yes,1,2-4 Years,High,1221.6
319,48,Male,7,63.07,Month-to-Month,Fiber Optic,441.49,Yes,Yes,1,New,Medium,756.84
320,43,Female,2,37.83,Month-to-Month,,75.66,No,Yes,1,New,Medium,453.96
321,45,Female,8,80.11,Two-Year,,640.88,No,Yes,1,New,High,961.3199999999999
322,50,Female,6,106.06,Two-Year,DSL,636.36,Yes,Yes,1,New,High,1272.72
323,36,Female,36,101.63,Month-to-Month,Fiber Optic,3658.68,Yes,Yes,1,2-4 Years,High,1219.56
324,65,Female,7,45.76,Two-Year,DSL,320.32,No,Yes,1,New,Medium,549.12
325,34,Male,31,90.55,Two-Year,DSL,2807.05,Yes,No,0,2-4 Years,High,1086.6
326,32,Male,44,49.85,One-Year,,2193.4,No,Yes,1,2-4 Years,Medium,598.2
327,56,Female,11,49.64,Month-to-Month,,546.04,No,Yes,1,New,Medium,595.6800000000001
328,52,Female,48,108.67,One-Year,,5216.16,No,Yes,1,2-4 Years,High,1304.04
329,51,Male,9,52.47,Two-Year,DSL,472.23,No,Yes,1,New,Medium,629.64
330,51,Female,66,53.69,One-Year,,3543.54,No,Yes,1,4+ Years,Medium,644.28
331,44,Male,1,30.06,Month-to-Month,Fiber Optic,30.06,No,Yes,1,New,Low,360.71999999999997
332,36,Female,23,108.36,One-Year,Fiber Optic,2492.28,Yes,Yes,1,1-2 Years,High,1300.32
333,45,Male,13,101.33,One-Year,Fiber Optic,1317.29,Yes,Yes,1,1-2 Years,High,1215.96
334,38,Male,9,86.46,One-Year,DSL,778.14,Yes,Yes,1,New,High,1037.52
335,54,Female,20,97.52,Month-to-Month,,1950.4,No,Yes,1,1-2 Years,High,1170.24
336,43,Male,24,43.68,Month-to-Month,Fiber Optic,1048.32,Yes,Yes,1,1-2 Years,Medium,524.16
337,36,Female,0,71.25,Two-Year,DSL,0.0,Yes,Yes,1,,High,855.0
338,41,Female,3,61.61,Two-Year,DSL,184.83,Yes,Yes,1,New,Medium,739.3199999999999
339,49,Female,24,38.44,Month-to-Month,DSL,922.56,Yes,Yes,1,1-2 Years,Medium,461.28
340,39,Male,21,73.75,Two-Year,DSL,1548.75,Yes,No,0,1-2 Years,High,885.0
341,36,Male,67,112.87,Month-to-Month,Fiber Optic,7562.29,No,Yes,1,4+ Years,High,1354.44
342,47,Male,28,33.61,One-Year,,941.08,No,Yes,1,2-4 Years,Low,403.32
343,47,Female,60,56.23,One-Year,DSL,3373.8,Yes,No,0,4+ Years,Medium,674.76
344,39,Female,24,48.68,Two-Year,DSL,1168.32,Yes,No,0,1-2 Years,Medium,584.16
345,40,Female,7,51.43,Two-Year,Fiber Optic,360.01,No,Yes,1,New,Medium,617.16
346,47,Female,2,111.76,Month-to-Month,,223.52,No,Yes,1,New,High,1341.1200000000001
347,30,Female,30,72.13,Two-Year,Fiber Optic,2163.9,Yes,No,0,2-4 Years,High,865.56
348,30,Female,20,71.97,Month-to-Month,Fiber Optic,1439.4,No,Yes,1,1-2 Years,High,863.64
349,37,Male,0,98.45,One-Year,Fiber Optic,0.0,Yes,Yes,1,,High,1181.4
350,42,Female,8,43.9,One-Year,DSL,351.2,Yes,Yes,1,New,Medium,526.8
351,48,Male,62,73.85,One-Year,DSL,4578.7,No,Yes,1,4+ Years,High,886.1999999999999
352,59,Female,13,68.7,Month-to-Month,,893.1,No,Yes,1,1-2 Years,Medium,824.4000000000001
353,53,Female,11,83.72,Two-Year,Fiber Optic,920.92,Yes,Yes,1,New,High,1004.64
354,43,Female,12,119.96,Month-to-Month,Fiber Optic,1439.52,No,Yes,1,New,High,1439.52
355,44,Male,4,99.25,Month-to-Month,,397.0,No,Yes,1,New,High,1191.0
356,34,Male,9,65.81,One-Year,Fiber Optic,592.29,No,Yes,1,New,Medium,789.72
357,44,Male,9,104.48,Month-to-Month,DSL,940.32,Yes,Yes,1,New,High,1253.76
358,42,Male,1,45.36,Two-Year,Fiber Optic,45.36,Yes,Yes,1,New,Medium,544.3199999999999
359,48,Male,29,32.74,Month-to-Month,DSL,949.46,Yes,Yes,1,2-4 Years,Low,392.88
360,36,Female,10,48.4,Month-to-Month,DSL,484.0,Yes,Yes,1,New,Medium,580.8
361,50,Female,34,60.64,Two-Year,Fiber Optic,2061.76,Yes,No,0,2-4 Years,Medium,727.6800000000001
362,60,Male,37,75.95,One-Year,,2810.15,No,Yes,1,2-4 Years,High,911.4000000000001
363,43,Male,4,85.36,Month-to-Month,,341.44,No,Yes,1,New,High,1024.32
364,49,Male,21,111.95,One-Year,Fiber Optic,2350.95,Yes,Yes,1,1-2 Years,High,1343.4
365,51,Female,12,75.89,One-Year,DSL,910.68,Yes,No,0,New,High,910.6800000000001
366,40,Female,42,75.11,One-Year,DSL,3154.62,Yes,No,0,2-4 Years,High,901.3199999999999
367,47,Female,4,34.52,Month-to-Month,,138.08,No,Yes,1,New,Low,414.24
368,45,Female,22,33.14,Two-Year,Fiber Optic,729.08,No,Yes,1,1-2 Years,Low,397.68
369,45,Female,18,79.6,Two-Year,Fiber Optic,1432.8,No,Yes,1,1-2 Years,High,955.1999999999999
370,37,Female,6,69.44,One-Year,,416.64,No,Yes,1,New,Medium,833.28
371,45,Male,2,105.53,Month-to-Month,,211.06,No,Yes,1,New,High,1266.3600000000001
372,49,Female,21,44.46,Two-Year,,933.66,No,Yes,1,1-2 Years,Medium,533.52
373,59,Male,26,32.25,One-Year,DSL,838.5,Yes,No,0,2-4 Years,Low,387.0
374,54,Female,7,70.41,One-Year,,492.87,No,Yes,1,New,High,844.92
375,66,Male,20,51.37,Month-to-Month,,1027.4,No,Yes,1,1-2 Years,Medium,616.4399999999999
376,37,Female,10,34.47,Two-Year,DSL,344.7,No,Yes,1,New,Low,413.64
377,53,Female,24,95.21,One-Year,Fiber Optic,2285.04,Yes,No,0,1-2 Years,High,1142.52
378,46,Female,4,40.04,Month-to-Month,Fiber Optic,160.16,Yes,Yes,1,New,Medium,480.48
379,66,Female,44,84.75,Month-to-Month,,3729.0,No,Yes,1,2-4 Years,High,1017.0
380,36,Male,6,55.29,Two-Year,DSL,331.74,No,Yes,1,New,Medium,663.48
381,36,Male,9,45.61,Month-to-Month,Fiber Optic,410.49,Yes,Yes,1,New,Medium,547.3199999999999
382,39,Male,1,64.18,Two-Year,DSL,64.18,Yes,Yes,1,New,Medium,770.1600000000001
383,23,Male,2,102.13,One-Year,,204.26,No,Yes,1,New,High,1225.56
384,39,Female,14,65.29,One-Year,DSL,914.06,Yes,No,0,1-2 Years,Medium,783.48
385,37,Male,6,97.57,Month-to-Month,DSL,585.42,Yes,Yes,1,New,High,1170.84
386,46,Female,36,41.29,Month-to-Month,Fiber Optic,1486.44,Yes,Yes,1,2-4 Years,Medium,495.48
387,48,Female,0,99.55,Two-Year,,0.0,No,Yes,1,,High,1194.6
388,63,Female,9,51.32,Month-to-Month,DSL,461.88,Yes,Yes,1,New,Medium,615.84
389,54,Male,8,90.97,One-Year,DSL,727.76,Yes,Yes,1,New,High,1091.6399999999999
390,39,Female,0,80.92,Month-to-Month,,0.0,No,Yes,1,,High,971.04
391,36,Female,2,113.62,Month-to-Month,Fiber Optic,227.24,Yes,Yes,1,New,High,1363.44
392,49,Female,10,64.86,Month-to-Month,,648.6,No,Yes,1,New,Medium,778.3199999999999
393,31,Female,13,35.95,One-Year,DSL,467.35,Yes,No,0,1-2 Years,Medium,431.40000000000003
394,63,Female,10,31.72,Two-Year,Fiber Optic,317.2,Yes,Yes,1,New,Low,380.64
395,56,Male,15,104.42,Month-to-Month,DSL,1566.3,No,Yes,1,1-2 Years,High,1253.04
396,40,Female,18,77.23,Month-to-Month,DSL,1390.14,Yes,Yes,1,1-2 Years,High,926.76
397,27,Male,0,99.77,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,,High,1197.24
398,58,Male,12,51.1,One-Year,Fiber Optic,613.2,No,Yes,1,New,Medium,613.2
399,43,Male,66,61.06,Month-to-Month,,4029.96,No,Yes,1,4+ Years,Medium,732.72
400,57,Male,14,32.71,Two-Year,Fiber Optic,457.94,No,Yes,1,1-2 Years,Low,392.52
401,29,Male,22,116.53,One-Year,Fiber Optic,2563.66,Yes,Yes,1,1-2 Years,High,1398.3600000000001
402,39,Male,7,90.11,One-Year,Fiber Optic,630.77,Yes,Yes,1,New,High,1081.32
403,45,Female,29,113.99,Month-to-Month,,3305.71,No,Yes,1,2-4 Years,High,1367.8799999999999
404,45,Female,29,53.89,Two-Year,DSL,1562.81,Yes,No,0,2-4 Years,Medium,646.6800000000001
405,40,Female,14,85.03,Month-to-Month,DSL,1190.42,Yes,Yes,1,1-2 Years,High,1020.36
406,51,Male,74,91.06,Month-to-Month,Fiber Optic,6738.44,No,Yes,1,,High,1092.72
407,34,Male,2,58.58,One-Year,Fiber Optic,117.16,Yes,Yes,1,New,Medium,702.96
408,43,Female,0,106.33,One-Year,DSL,0.0,Yes,Yes,1,,High,1275.96
409,46,Male,29,115.24,Month-to-Month,,3341.96,No,Yes,1,2-4 Years,High,1382.8799999999999
410,50,Male,32,109.64,Month-to-Month,DSL,3508.48,No,Yes,1,2-4 Years,High,1315.68
411,52,Female,2,96.52,One-Year,,193.04,No,Yes,1,New,High,1158.24
412,33,Male,6,54.97,Month-to-Month,DSL,329.82,Yes,Yes,1,New,Medium,659.64
413,29,Female,0,55.35,Two-Year,Fiber Optic,0.0,Yes,Yes,1,,Medium,664.2
414,57,Female,6,116.7,One-Year,,700.2,No,Yes,1,New,High,1400.4
415,48,Male,29,30.93,Month-to-Month,DSL,896.97,Yes,Yes,1,2-4 Years,Low,371.15999999999997
416,37,Male,14,94.44,Month-to-Month,,1322.16,No,Yes,1,1-2 Years,High,1133.28
417,60,Female,8,93.56,Month-to-Month,Fiber Optic,748.48,No,Yes,1,New,High,1122.72
418,46,Male,9,86.04,One-Year,,774.36,No,Yes,1,New,High,1032.48
419,56,Male,0,119.11,One-Year,Fiber Optic,0.0,No,Yes,1,,High,1429.32
420,45,Female,7,58.07,Month-to-Month,Fiber Optic,406.49,Yes,Yes,1,New,Medium,696.84
421,65,Male,20,60.6,One-Year,DSL,1212.0,Yes,No,0,1-2 Years,Medium,727.2
422,62,Female,73,37.1,Two-Year,Fiber Optic,2708.3,Yes,No,0,,Medium,445.20000000000005
423,42,Female,37,69.85,Month-to-Month,DSL,2584.45,Yes,Yes,1,2-4 Years,Medium,838.1999999999999
424,54,Male,0,53.49,Two-Year,DSL,0.0,Yes,Yes,1,,Medium,641.88
425,51,Male,45,60.9,Month-to-Month,DSL,2740.5,No,Yes,1,2-4 Years,Medium,730.8
426,58,Male,30,105.11,Month-to-Month,Fiber Optic,3153.3,Yes,Yes,1,2-4 Years,High,1261.32
427,35,Male,30,114.19,Month-to-Month,,3425.7,No,Yes,1,2-4 Years,High,1370.28
428,51,Male,12,46.72,Month-to-Month,DSL,560.64,Yes,Yes,1,New,Medium,560.64
429,55,Female,10,63.53,Month-to-Month,DSL,635.3,Yes,Yes,1,New,Medium,762.36
430,27,Male,7,113.58,Month-to-Month,Fiber Optic,795.06,Yes,Yes,1,New,High,1362.96
431,33,Female,1,35.56,Two-Year,DSL,35.56,Yes,Yes,1,New,Medium,426.72
432,24,Female,5,38.31,Two-Year,DSL,191.55,Yes,Yes,1,New,Medium,459.72
433,42,Female,5,44.65,One-Year,DSL,223.25,No,Yes,1,New,Medium,535.8
434,52,Female,13,83.57,Month-to-Month,,1086.41,No,Yes,1,1-2 Years,High,1002.8399999999999
435,60,Male,27,43.54,Month-to-Month,,1175.58,No,Yes,1,2-4 Years,Medium,522.48
436,45,Female,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,Yes,1,New,High,1405.56
437,61,Female,1,70.2,One-Year,Fiber Optic,70.2,No,Yes,1,New,High,842.4000000000001
438,31,Male,63,75.14,Two-Year,Fiber Optic,4733.82,Yes,No,0,4+ Years,High,901.6800000000001
439,27,Male,57,52.2,Month-to-Month,Fiber Optic,2975.4,Yes,Yes,1,4+ Years,Medium,626.4000000000001
440,44,Female,30,72.39,Month-to-Month,Fiber Optic,2171.7,Yes,Yes,1,2-4 Years,High,868.6800000000001
441,48,Male,94,89.57,One-Year,Fiber Optic,8419.58,No,Yes,1,,High,1074.84
442,44,Male,15,97.61,Month-to-Month,DSL,1464.15,Yes,Yes,1,1-2 Years,High,1171.32
443,24,Male,65,97.85,Month-to-Month,DSL,6360.25,Yes,Yes,1,4+ Years,High,1174.1999999999998
444,44,Male,1,82.01,One-Year,Fiber Optic,82.01,No,Yes,1,New,High,984.1200000000001
445,31,Female,9,111.39,One-Year,,1002.51,No,Yes,1,New,High,1336.68
446,51,Female,5,103.57,Month-to-Month,Fiber Optic,517.85,Yes,Yes,1,New,High,1242.84
447,48,Female,4,98.13,Month-to-Month,,392.52,No,Yes,1,New,High,1177.56
448,35,Male,3,35.0,Two-Year,,105.0,No,Yes,1,New,Low,420.0
449,39,Male,19,30.62,Month-to-Month,DSL,581.78,Yes,Yes,1,1-2 Years,Low,367.44
450,34,Female,30,49.12,Month-to-Month,Fiber Optic,1473.6,No,Yes,1,2-4 Years,Medium,589.4399999999999
451,44,Male,17,89.72,Month-to-Month,Fiber Optic,1525.24,Yes,Yes,1,1-2 Years,High,1076.6399999999999
452,54,Male,3,67.01,Month-to-Month,,201.03,No,Yes,1,New,Medium,804.1200000000001
453,35,Female,33,66.22,Month-to-Month,,2185.26,No,Yes,1,2-4 Years,Medium,794.64
454,50,Male,20,109.61,Two-Year,Fiber Optic,2192.2,Yes,Yes,1,1-2 Years,High,1315.32
455,39,Female,9,110.6,Month-to-Month,DSL,995.4,Yes,Yes,1,New,High,1327.1999999999998
456,37,Male,22,111.83,Month-to-Month,,2460.26,No,Yes,1,1-2 Years,High,1341.96
457,43,Male,6,58.25,One-Year,DSL,349.5,Yes,Yes,1,New,Medium,699.0
458,34,Male,8,92.2,One-Year,,737.6,No,Yes,1,New,High,1106.4
459,39,Female,49,54.45,Two-Year,,2668.05,No,Yes,1,4+ Years,Medium,653.4000000000001
460,33,Female,6,47.15,Two-Year,Fiber Optic,282.9,Yes,Yes,1,New,Medium,565.8
461,64,Female,12,46.62,Month-to-Month,Fiber Optic,559.44,No,Yes,1,New,Medium,559.4399999999999
462,45,Female,44,60.79,One-Year,Fiber Optic,2674.76,Yes,No,0,2-4 Years,Medium,729.48
463,38,Male,24,68.7,Month-to-Month,Fiber Optic,1648.8,No,Yes,1,1-2 Years,Medium,824.4000000000001
464,47,Female,1,104.79,Two-Year,Fiber Optic,104.79,Yes,Yes,1,New,High,1257.48
465,43,Male,3,40.79,Month-to-Month,,122.37,No,Yes,1,New,Medium,489.48
466,42,Female,0,96.14,Two-Year,,0.0,No,Yes,1,,High,1153.68
467,51,Male,19,77.83,One-Year,,1478.77,No,Yes,1,1-2 Years,High,933.96
468,52,Female,11,55.92,Month-to-Month,DSL,615.12,Yes,Yes,1,New,Medium,671.04
469,39,Male,2,74.35,One-Year,,148.7,No,Yes,1,New,High,892.1999999999999
470,39,Male,63,56.99,Two-Year,,3590.37,No,Yes,1,4+ Years,Medium,683.88
471,42,Female,15,83.65,Two-Year,DSL,1254.75,No,Yes,1,1-2 Years,High,1003.8000000000001
472,21,Male,5,69.05,Month-to-Month,DSL,345.25,Yes,Yes,1,New,Medium,828.5999999999999
473,29,Male,13,44.8,One-Year,DSL,582.4,No,Yes,1,1-2 Years,Medium,537.5999999999999
474,58,Male,22,40.49,Month-to-Month,,890.78,No,Yes,1,1-2 Years,Medium,485.88
475,61,Male,1,79.2,Month-to-Month,Fiber Optic,79.2,Yes,Yes,1,New,High,950.4000000000001
476,42,Female,6,111.22,Month-to-Month,,667.32,No,Yes,1,New,High,1334.6399999999999
477,50,Female,32,60.96,Month-to-Month,DSL,1950.72,Yes,Yes,1,2-4 Years,Medium,731.52
478,48,Female,12,95.97,Two-Year,,1151.64,No,Yes,1,New,High,1151.6399999999999
479,75,Female,15,89.28,Month-to-Month,DSL,1339.2,Yes,Yes,1,1-2 Years,High,1071.3600000000001
480,56,Male,11,113.84,Two-Year,Fiber Optic,1252.24,Yes,Yes,1,New,High,1366.08
481,43,Female,0,103.89,Month-to-Month,Fiber Optic,0.0,No,Yes,1,,High,1246.68
482,35,Male,3,80.99,Month-to-Month,DSL,242.97,Yes,Yes,1,New,High,971.8799999999999
483,28,Male,11,89.13,Month-to-Month,,980.43,No,Yes,1,New,High,1069.56
484,47,Female,4,110.85,Month-to-Month,DSL,443.4,Yes,Yes,1,New,High,1330.1999999999998
485,37,Male,1,65.96,Month-to-Month,Fiber Optic,65.96,Yes,Yes,1,New,Medium,791.52
486,30,Female,37,59.41,Month-to-Month,Fiber Optic,2198.17,Yes,Yes,1,2-4 Years,Medium,712.92
487,38,Male,79,30.97,One-Year,Fiber Optic,2446.63,Yes,No,0,,Low,371.64
488,34,Female,31,104.39,Month-to-Month,DSL,3236.09,Yes,Yes,1,2-4 Years,High,1252.68
489,61,Female,38,102.09,Month-to-Month,DSL,3879.42,No,Yes,1,2-4 Years,High,1225.08
490,53,Female,5,39.4,Month-to-Month,,197.0,No,Yes,1,New,Medium,472.79999999999995
491,44,Female,64,81.92,Two-Year,DSL,5242.88,No,Yes,1,4+ Years,High,983.04
492,59,Female,4,71.76,Two-Year,,287.04,No,Yes,1,New,High,861.1200000000001
493,45,Male,60,40.68,Month-to-Month,,2440.8,No,Yes,1,4+ Years,Medium,488.15999999999997
494,36,Female,105,118.25,Month-to-Month,DSL,12416.25,Yes,Yes,1,,High,1419.0
495,60,Male,24,49.32,Month-to-Month,DSL,1183.68,No,Yes,1,1-2 Years,Medium,591.84
496,50,Female,79,36.05,Two-Year,Fiber Optic,2847.95,Yes,No,0,,Medium,432.59999999999997
497,34,Female,16,83.54,Month-to-Month,,1336.64,No,Yes,1,1-2 Years,High,1002.48
498,43,Female,6,96.5,Month-to-Month,,579.0,No,Yes,1,New,High,1158.0
499,36,Male,11,32.92,Month-to-Month,Fiber Optic,362.12,Yes,Yes,1,New,Low,395.04
500,31,Male,18,89.28,Month-to-Month,,1607.04,No,Yes,1,1-2 Years,High,1071.3600000000001
501,54,Female,1,77.91,Month-to-Month,DSL,77.91,No,Yes,1,New,High,934.92
502,64,Male,19,39.29,One-Year,,746.51,No,Yes,1,1-2 Years,Medium,471.48
503,31,Male,79,45.53,Month-to-Month,,3596.87,No,Yes,1,,Medium,546.36
504,50,Male,4,81.12,One-Year,DSL,324.48,Yes,Yes,1,New,High,973.44
505,38,Female,31,56.67,Month-to-Month,DSL,1756.77,Yes,Yes,1,2-4 Years,Medium,680.04
506,40,Female,47,114.45,Month-to-Month,DSL,5379.15,Yes,Yes,1,2-4 Years,High,1373.4
507,39,Male,57,103.69,Two-Year,DSL,5910.33,Yes,Yes,1,4+ Years,High,1244.28
508,36,Male,64,118.52,Month-to-Month,,7585.28,No,Yes,1,4+ Years,High,1422.24
509,45,Male,14,53.37,Two-Year,Fiber Optic,747.18,Yes,No,0,1-2 Years,Medium,640.4399999999999
510,36,Female,75,117.28,One-Year,DSL,8796.0,No,Yes,1,,High,1407.3600000000001
511,47,Female,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,Yes,1,2-4 Years,Medium,825.72
512,44,Male,3,61.28,Two-Year,,183.84,No,Yes,1,New,Medium,735.36
513,42,Male,12,34.53,Month-to-Month,Fiber Optic,414.36,Yes,Yes,1,New,Low,414.36
514,35,Male,25,34.75,Two-Year,Fiber Optic,868.75,Yes,No,0,2-4 Years,Low,417.0
515,39,Female,5,92.28,Month-to-Month,DSL,461.4,No,Yes,1,New,High,1107.3600000000001
516,52,Female,20,71.21,Two-Year,,1424.2,No,Yes,1,1-2 Years,High,854.52
517,50,Male,21,50.39,Month-to-Month,,1058.19,No,Yes,1,1-2 Years,Medium,604.6800000000001
518,35,Male,3,85.26,One-Year,DSL,255.78,No,Yes,1,New,High,1023.1200000000001
519,45,Male,16,52.76,One-Year,DSL,844.16,Yes,No,0,1-2 Years,Medium,633.12
520,52,Female,29,81.99,Two-Year,DSL,2377.71,Yes,No,0,2-4 Years,High,983.8799999999999
521,28,Male,13,62.33,Two-Year,DSL,810.29,Yes,No,0,1-2 Years,Medium,747.96
522,50,Female,0,104.12,Two-Year,Fiber Optic,0.0,No,Yes,1,,High,1249.44
523,38,Female,0,103.86,Two-Year,,0.0,No,Yes,1,,High,1246.32
524,50,Male,8,72.96,Month-to-Month,Fiber Optic,583.68,No,Yes,1,New,High,875.52
525,37,Male,52,61.57,Month-to-Month,,3201.64,No,Yes,1,4+ Years,Medium,738.84
526,26,Male,5,62.63,Month-to-Month,Fiber Optic,313.15,Yes,Yes,1,New,Medium,751.5600000000001
527,28,Female,20,102.51,Month-to-Month,,2050.2,No,Yes,1,1-2 Years,High,1230.1200000000001
528,45,Female,5,59.54,Month-to-Month,,297.7,No,Yes,1,New,Medium,714.48
529,47,Female,7,48.82,One-Year,DSL,341.74,Yes,Yes,1,New,Medium,585.84
530,35,Female,37,37.62,Month-to-Month,Fiber Optic,1391.94,No,Yes,1,2-4 Years,Medium,451.43999999999994
531,51,Male,26,72.0,One-Year,Fiber Optic,1872.0,Yes,No,0,2-4 Years,High,864.0
532,28,Female,2,73.39,Month-to-Month,DSL,146.78,Yes,Yes,1,New,High,880.6800000000001
533,44,Female,11,105.68,Month-to-Month,Fiber Optic,1162.48,Yes,Yes,1,New,High,1268.16
534,32,Male,0,49.91,One-Year,Fiber Optic,0.0,Yes,Yes,1,,Medium,598.92
535,38,Female,13,64.29,One-Year,,835.77,No,Yes,1,1-2 Years,Medium,771.48
536,45,Female,21,102.76,One-Year,Fiber Optic,2157.96,Yes,Yes,1,1-2 Years,High,1233.1200000000001
537,36,Female,2,104.13,One-Year,,208.26,No,Yes,1,New,High,1249.56
538,41,Female,6,64.61,Month-to-Month,Fiber Optic,387.66,No,Yes,1,New,Medium,775.3199999999999
539,55,Female,10,71.32,One-Year,,713.2,No,Yes,1,New,High,855.8399999999999
540,39,Female,50,57.3,Month-to-Month,Fiber Optic,2865.0,Yes,Yes,1,4+ Years,Medium,687.5999999999999
541,53,Male,99,113.93,Month-to-Month,,11279.07,No,Yes,1,,High,1367.16
542,33,Male,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,,Medium,488.15999999999997
543,50,Female,28,114.04,Month-to-Month,Fiber Optic,3193.12,Yes,Yes,1,2-4 Years,High,1368.48
544,59,Male,9,91.55,Month-to-Month,Fiber Optic,823.95,No,Yes,1,New,High,1098.6
545,20,Male,9,77.84,Two-Year,Fiber Optic,700.56,No,Yes,1,New,High,934.08
546,37,Male,28,32.94,Two-Year,DSL,922.32,Yes,No,0,2-4 Years,Low,395.28
547,50,Male,50,72.8,Month-to-Month,DSL,3640.0,Yes,Yes,1,4+ Years,High,873.5999999999999
548,42,Female,60,66.7,Month-to-Month,DSL,4002.0,Yes,Yes,1,4+ Years,Medium,800.4000000000001
549,48,Female,17,44.51,Month-to-Month,,756.67,No,Yes,1,1-2 Years,Medium,534.12
550,38,Male,8,89.08,Month-to-Month,DSL,712.64,Yes,Yes,1,New,High,1068.96
